geneset	description	link	C	O	E	R	PValue	FDR	overlapGene	OverlapGene_UserID
GO:0006403	RNA localization	http://amigo.geneontology.org/amigo/term/GO:0006403	37	13	4.84243964421855	2.6845972185778	0.000511019280886815	0.027489313040808	30172;192325;325550;334362;337461;393973;394053;406249;436700;445035;550234;559225;570158	ENSDARG00000014898;ENSDARG00000003487;ENSDARG00000006225;ENSDARG00000059711;ENSDARG00000012222;ENSDARG00000007196;ENSDARG00000102978;ENSDARG00000015111;ENSDARG00000070046;ENSDARG00000015394;ENSDARG00000028688;ENSDARG00000030022;ENSDARG00000063003
GO:0046907	intracellular transport	http://amigo.geneontology.org/amigo/term/GO:0046907	214	45	28.007623888183	1.60670538063697	0.00063087344305901	0.0328054190390685	30172;30707;192325;259193;266757;282673;282676;322645;322969;323464;325550;334362;337461;338138;368229;368640;386850;393515;393582;393902;393973;394087;394247;405895;406249;406324;436700;436738;445035;445167;541394;550396;553305;555272;557349;558395;558883;559037;559225;567365;570158;735249;767808;798071;798361	ENSDARG00000014898;ENSDARG00000104782;ENSDARG00000019137;ENSDARG00000090912;ENSDARG00000056160;ENSDARG00000003487;ENSDARG00000006963;ENSDARG00000092112;ENSDARG00000017454;ENSDARG00000015352;ENSDARG00000006225;ENSDARG00000059711;ENSDARG00000012222;ENSDARG00000056557;ENSDARG00000037654;ENSDARG00000052641;ENSDARG00000020232;ENSDARG00000001880;ENSDARG00000055857;ENSDARG00000020497;ENSDARG00000007196;ENSDARG00000054578;ENSDARG00000026595;ENSDARG00000036721;ENSDARG00000015111;ENSDARG00000007216;ENSDARG00000070046;ENSDARG00000058297;ENSDARG00000015394;ENSDARG00000004618;ENSDARG00000032049;ENSDARG00000045416;ENSDARG00000041493;ENSDARG00000061757;ENSDARG00000055339;ENSDARG00000078041;ENSDARG00000016630;ENSDARG00000010021;ENSDARG00000030022;ENSDARG00000055678;ENSDARG00000063003;ENSDARG00000070097;ENSDARG00000097660;ENSDARG00000054807;ENSDARG00000038537
GO:0006605	protein targeting	http://amigo.geneontology.org/amigo/term/GO:0006605	67	19	8.76874205844981	2.16678742211274	0.00066759114029824	0.032881493849059	30172;30707;266757;282676;322645;322969;337461;368229;368640;393973;394087;405895;436738;553305;557349;558883;559037;559225;567365	ENSDARG00000019137;ENSDARG00000056160;ENSDARG00000003487;ENSDARG00000006963;ENSDARG00000092112;ENSDARG00000017454;ENSDARG00000012222;ENSDARG00000037654;ENSDARG00000052641;ENSDARG00000007196;ENSDARG00000054578;ENSDARG00000036721;ENSDARG00000058297;ENSDARG00000041493;ENSDARG00000055339;ENSDARG00000016630;ENSDARG00000010021;ENSDARG00000030022;ENSDARG00000055678
GO:0010501	RNA secondary structure unwinding	http://amigo.geneontology.org/amigo/term/GO:0010501	17	8	2.22490470139771	3.59565962307253	0.00067449218151916	0.032881493849059	322206;325248;325550;394053;406249;445387;445399;556764	ENSDARG00000038068;ENSDARG00000035507;ENSDARG00000006225;ENSDARG00000102978;ENSDARG00000015111;ENSDARG00000025854;ENSDARG00000020913;ENSDARG00000010873
GO:0051641	cellular localization	http://amigo.geneontology.org/amigo/term/GO:0051641	290	57	37.9542566709022	1.5018078339471	0.000755662489833719	0.0357222267921395	30172;30225;30707;58108;192325;259193;266757;282673;282676;322645;322969;323464;325464;325550;334362;336617;337461;338138;368229;368640;373113;386850;393200;393515;393582;393682;393902;393973;394087;394247;405893;405895;406249;406324;436700;436738;445035;445167;492689;541394;550234;550396;553305;555272;557349;558395;558883;559037;559225;562963;567365;570158;735249;767808;795670;798071;798361	ENSDARG00000014898;ENSDARG00000104782;ENSDARG00000019137;ENSDARG00000090912;ENSDARG00000056160;ENSDARG00000003487;ENSDARG00000002952;ENSDARG00000006963;ENSDARG00000092112;ENSDARG00000017454;ENSDARG00000015352;ENSDARG00000037361;ENSDARG00000006225;ENSDARG00000059711;ENSDARG00000035018;ENSDARG00000012222;ENSDARG00000056557;ENSDARG00000037654;ENSDARG00000052641;ENSDARG00000026766;ENSDARG00000020232;ENSDARG00000090219;ENSDARG00000001880;ENSDARG00000055857;ENSDARG00000013414;ENSDARG00000020497;ENSDARG00000007196;ENSDARG00000054578;ENSDARG00000026595;ENSDARG00000053194;ENSDARG00000036721;ENSDARG00000015111;ENSDARG00000007216;ENSDARG00000070046;ENSDARG00000058297;ENSDARG00000015394;ENSDARG00000004618;ENSDARG00000077883;ENSDARG00000032049;ENSDARG00000028688;ENSDARG00000045416;ENSDARG00000041493;ENSDARG00000061757;ENSDARG00000055339;ENSDARG00000078041;ENSDARG00000016630;ENSDARG00000010021;ENSDARG00000030022;ENSDARG00000069313;ENSDARG00000055678;ENSDARG00000063003;ENSDARG00000015551;ENSDARG00000070097;ENSDARG00000097660;ENSDARG00000023920;ENSDARG00000054807;ENSDARG00000038537
GO:0043933	macromolecular complex subunit organization	http://amigo.geneontology.org/amigo/term/GO:0043933	355	67	46.4612452350699	1.44206208122522	0.000845299361628249	0.0387843236511785	30172;30441;58016;58024;192330;192331;266989;282615;317678;321544;321726;321860;321974;322265;326884;327399;337148;337461;337866;352916;353295;368478;386762;386792;386850;393313;393475;393789;393896;394029;394111;394243;403020;406275;406285;406324;406710;406750;431768;436700;445285;445482;447829;447922;492332;550235;550606;553305;553496;553606;553616;557155;558193;558368;558450;560253;560793;562636;570205;613247;619204;792029;792168;797198;799716;100000842;100333944	ENSDARG00000053496;ENSDARG00000090191;ENSDARG00000009871;ENSDARG00000011648;ENSDARG00000043976;ENSDARG00000052348;ENSDARG00000003487;ENSDARG00000020890;ENSDARG00000055639;ENSDARG00000015239;ENSDARG00000029058;ENSDARG00000014244;ENSDARG00000010246;ENSDARG00000005134;ENSDARG00000027099;ENSDARG00000041565;ENSDARG00000070849;ENSDARG00000012222;ENSDARG00000006524;ENSDARG00000025436;ENSDARG00000077226;ENSDARG00000040730;ENSDARG00000058868;ENSDARG00000044167;ENSDARG00000020232;ENSDARG00000045877;ENSDARG00000051902;ENSDARG00000056642;ENSDARG00000015006;ENSDARG00000016754;ENSDARG00000055477;ENSDARG00000008383;ENSDARG00000017397;ENSDARG00000053912;ENSDARG00000056473;ENSDARG00000007216;ENSDARG00000030106;ENSDARG00000013122;ENSDARG00000018658;ENSDARG00000070046;ENSDARG00000015315;ENSDARG00000038737;ENSDARG00000052783;ENSDARG00000099667;ENSDARG00000070801;ENSDARG00000059046;ENSDARG00000042799;ENSDARG00000041493;ENSDARG00000070545;ENSDARG00000057105;ENSDARG00000059075;ENSDARG00000005374;ENSDARG00000060392;ENSDARG00000044092;ENSDARG00000060679;ENSDARG00000056270;ENSDARG00000079312;ENSDARG00000041708;ENSDARG00000063466;ENSDARG00000099358;ENSDARG00000040070;ENSDARG00000036772;ENSDARG00000101622;ENSDARG00000043713;ENSDARG00000022413;ENSDARG00000071652;ENSDARG00000033647
GO:0000387	spliceosomal snRNP assembly	http://amigo.geneontology.org/amigo/term/GO:0000387	14	7	1.83227445997459	3.82038834951456	0.000948600817219925	0.0422804935675166	58024;192330;192331;393475;431768;447922;100000842	ENSDARG00000053496;ENSDARG00000009871;ENSDARG00000011648;ENSDARG00000051902;ENSDARG00000018658;ENSDARG00000099667;ENSDARG00000040070
GO:0050657	nucleic acid transport	http://amigo.geneontology.org/amigo/term/GO:0050657	35	12	4.58068614993647	2.61969486823856	0.00107362351645912	0.0443870981870766	30172;192325;325550;334362;337461;393973;394053;406249;436700;445035;559225;570158	ENSDARG00000014898;ENSDARG00000003487;ENSDARG00000006225;ENSDARG00000059711;ENSDARG00000012222;ENSDARG00000007196;ENSDARG00000102978;ENSDARG00000015111;ENSDARG00000070046;ENSDARG00000015394;ENSDARG00000030022;ENSDARG00000063003
GO:0050658	RNA transport	http://amigo.geneontology.org/amigo/term/GO:0050658	35	12	4.58068614993647	2.61969486823856	0.00107362351645912	0.0443870981870766	30172;192325;325550;334362;337461;393973;394053;406249;436700;445035;559225;570158	ENSDARG00000014898;ENSDARG00000003487;ENSDARG00000006225;ENSDARG00000059711;ENSDARG00000012222;ENSDARG00000007196;ENSDARG00000102978;ENSDARG00000015111;ENSDARG00000070046;ENSDARG00000015394;ENSDARG00000030022;ENSDARG00000063003
GO:0006400	tRNA modification	http://amigo.geneontology.org/amigo/term/GO:0006400	22	9	2.87928843710292	3.12577228596646	0.00108122418660828	0.0443870981870766	322715;337487;393098;393985;445101;445166;492512;553298;553790	ENSDARG00000089260;ENSDARG00000028976;ENSDARG00000020986;ENSDARG00000043105;ENSDARG00000012674;ENSDARG00000051851;ENSDARG00000057089;ENSDARG00000010978;ENSDARG00000071878
