geneSet	description	link	C	O	E	R	pValue	FDR	overlapId	userId
GO:0022613	ribonucleoprotein complex biogenesis	http://amigo.geneontology.org/amigo/term/GO:0022613	389	38	17.593236849429445	2.1599209017203878	6.675913855502813e-6	0.0013233653655596875	1968;2091;3646;4869;6125;6135;6165;6194;6217;6218;6223;6227;6628;6633;6634;7514;8664;8666;8667;8668;10946;11157;11168;11340;27335;29889;29997;51068;51504;51602;54059;54433;55006;55636;65003;83939;84128;154743	ENSG00000171858;ENSG00000182899;ENSG00000174547;ENSG00000125743;ENSG00000137154;ENSG00000142676;ENSG00000105373;ENSG00000173113;ENSG00000181163;ENSG00000115368;ENSG00000105193;ENSG00000109534;ENSG00000169251;ENSG00000120699;ENSG00000105202;ENSG00000182362;ENSG00000164603;ENSG00000164167;ENSG00000164985;ENSG00000100353;ENSG00000178982;ENSG00000105372;ENSG00000183431;ENSG00000130811;ENSG00000182774;ENSG00000134697;ENSG00000144895;ENSG00000130741;ENSG00000104408;ENSG00000171103;ENSG00000147677;ENSG00000055044;ENSG00000171316;ENSG00000084623;ENSG00000082898;ENSG00000122406;ENSG00000100028;ENSG00000125835
GO:0009199	ribonucleoside triphosphate metabolic process	http://amigo.geneontology.org/amigo/term/GO:0009199	246	28	11.125800166991372	2.5166729205753597	6.682574740568548e-6	0.0013233653655596875	116;142;518;521;522;637;706;790;863;1327;1350;3615;3704;4711;4712;4720;4724;4725;4833;5213;5236;6472;11164;26137;30968;50808;54541;55669	ENSG00000079739;ENSG00000171109;ENSG00000103202;ENSG00000100300;ENSG00000015475;ENSG00000125877;ENSG00000141433;ENSG00000084774;ENSG00000147853;ENSG00000181722;ENSG00000165609;ENSG00000129993;ENSG00000165283;ENSG00000178035;ENSG00000143799;ENSG00000182199;ENSG00000164258;ENSG00000136521;ENSG00000169020;ENSG00000152556;ENSG00000168209;ENSG00000165264;ENSG00000154723;ENSG00000154518;ENSG00000168653;ENSG00000158864;ENSG00000131143;ENSG00000127184
GO:0009167	purine ribonucleoside monophosphate metabolic process	http://amigo.geneontology.org/amigo/term/GO:0009167	249	28	11.261480656832731	2.4863515600865	8.421955413062676e-6	0.0015914050118171468	116;142;471;518;521;522;637;706;863;1327;1350;3615;4711;4712;4720;4724;4725;5213;5236;5634;6472;8833;11164;26137;30968;50808;54541;56952	ENSG00000079739;ENSG00000101911;ENSG00000163655;ENSG00000100300;ENSG00000099256;ENSG00000015475;ENSG00000138363;ENSG00000141433;ENSG00000147853;ENSG00000181722;ENSG00000165609;ENSG00000129993;ENSG00000165283;ENSG00000178035;ENSG00000143799;ENSG00000182199;ENSG00000164258;ENSG00000136521;ENSG00000169020;ENSG00000152556;ENSG00000168209;ENSG00000165264;ENSG00000154723;ENSG00000154518;ENSG00000168653;ENSG00000158864;ENSG00000131143;ENSG00000127184
GO:0009161	ribonucleoside monophosphate metabolic process	http://amigo.geneontology.org/amigo/term/GO:0009161	263	29	11.894656276092402	2.438069610997368	8.55454722104021e-6	0.0015914050118171468	116;142;471;518;521;522;637;706;790;863;1327;1350;3615;4711;4712;4720;4724;4725;5213;5236;5634;6472;8833;11164;26137;30968;50808;54541;56952	ENSG00000079739;ENSG00000101911;ENSG00000163655;ENSG00000100300;ENSG00000099256;ENSG00000015475;ENSG00000138363;ENSG00000141433;ENSG00000084774;ENSG00000147853;ENSG00000181722;ENSG00000165609;ENSG00000129993;ENSG00000165283;ENSG00000178035;ENSG00000143799;ENSG00000182199;ENSG00000164258;ENSG00000136521;ENSG00000169020;ENSG00000152556;ENSG00000168209;ENSG00000165264;ENSG00000154723;ENSG00000154518;ENSG00000168653;ENSG00000158864;ENSG00000131143;ENSG00000127184
GO:0009126	purine nucleoside monophosphate metabolic process	http://amigo.geneontology.org/amigo/term/GO:0009126	250	28	11.30670748677985	2.476406153846154	9.08785988262828e-6	0.001597291554449365	116;142;471;518;521;522;637;706;863;1327;1350;3615;4711;4712;4720;4724;4725;5213;5236;5634;6472;8833;11164;26137;30968;50808;54541;56952	ENSG00000079739;ENSG00000101911;ENSG00000163655;ENSG00000100300;ENSG00000099256;ENSG00000015475;ENSG00000138363;ENSG00000141433;ENSG00000147853;ENSG00000181722;ENSG00000165609;ENSG00000129993;ENSG00000165283;ENSG00000178035;ENSG00000143799;ENSG00000182199;ENSG00000164258;ENSG00000136521;ENSG00000169020;ENSG00000152556;ENSG00000168209;ENSG00000165264;ENSG00000154723;ENSG00000154518;ENSG00000168653;ENSG00000158864;ENSG00000131143;ENSG00000127184
GO:0050772	positive regulation of axonogenesis	http://amigo.geneontology.org/amigo/term/GO:0050772	78	14	3.527692735875313	3.9685996055226824	9.10656530472842e-6	0.001597291554449365	2664;4131;4135;4804;4916;6091;6092;10154;10494;23129;23191;23654;55558;79006	ENSG00000064300;ENSG00000103260;ENSG00000273749;ENSG00000185008;ENSG00000130827;ENSG00000004399;ENSG00000115694;ENSG00000196576;ENSG00000169855;ENSG00000140538;ENSG00000203879;ENSG00000136040;ENSG00000171533;ENSG00000131711
GO:0010721	negative regulation of cell development	http://amigo.geneontology.org/amigo/term/GO:0010721	308	32	13.929863623712775	2.2972227772227773	1.028694831051169e-5	0.0017088803408947053	116;351;706;1281;1495;1630;1910;2633;2664;3956;4211;4804;4916;5080;5087;5376;6259;6662;6993;7025;7431;7474;9139;9289;9448;10769;22871;53335;55558;55920;57556;58190	ENSG00000092421;ENSG00000078699;ENSG00000064300;ENSG00000114251;ENSG00000100097;ENSG00000144579;ENSG00000125398;ENSG00000205336;ENSG00000100300;ENSG00000109099;ENSG00000130827;ENSG00000119866;ENSG00000071054;ENSG00000169760;ENSG00000143995;ENSG00000175745;ENSG00000141433;ENSG00000163785;ENSG00000007372;ENSG00000179051;ENSG00000044115;ENSG00000117228;ENSG00000185630;ENSG00000140538;ENSG00000142192;ENSG00000203879;ENSG00000136160;ENSG00000187323;ENSG00000146425;ENSG00000145632;ENSG00000168542;ENSG00000026025
GO:0050770	regulation of axonogenesis	http://amigo.geneontology.org/amigo/term/GO:0050770	172	22	7.779014750904537	2.8281216457960645	1.0299490570631065e-5	0.0017088803408947053	1123;1630;1808;2664;4131;4135;4804;4897;4916;5454;6091;6092;6259;7474;10154;10494;23129;23191;23654;55558;57556;79006	ENSG00000092421;ENSG00000184486;ENSG00000064300;ENSG00000114251;ENSG00000103260;ENSG00000273749;ENSG00000185008;ENSG00000130827;ENSG00000004399;ENSG00000115694;ENSG00000163785;ENSG00000196576;ENSG00000128656;ENSG00000169855;ENSG00000140538;ENSG00000203879;ENSG00000136040;ENSG00000171533;ENSG00000092964;ENSG00000091129;ENSG00000187323;ENSG00000131711
GO:0009123	nucleoside monophosphate metabolic process	http://amigo.geneontology.org/amigo/term/GO:0009123	281	30	12.708739215140552	2.3605803449219818	1.1400649775117344e-5	0.0018418049728801415	116;142;471;518;521;522;637;706;790;863;1327;1350;1635;3615;4711;4712;4720;4724;4725;5213;5236;5634;6472;8833;11164;26137;30968;50808;54541;56952	ENSG00000079739;ENSG00000101911;ENSG00000163655;ENSG00000100300;ENSG00000099256;ENSG00000015475;ENSG00000138363;ENSG00000141433;ENSG00000129187;ENSG00000084774;ENSG00000147853;ENSG00000181722;ENSG00000165609;ENSG00000129993;ENSG00000165283;ENSG00000178035;ENSG00000143799;ENSG00000182199;ENSG00000164258;ENSG00000136521;ENSG00000169020;ENSG00000152556;ENSG00000168209;ENSG00000165264;ENSG00000154723;ENSG00000154518;ENSG00000168653;ENSG00000158864;ENSG00000131143;ENSG00000127184
GO:0009205	purine ribonucleoside triphosphate metabolic process	http://amigo.geneontology.org/amigo/term/GO:0009205	240	27	10.854439187308657	2.487461538461538	1.2067575870799985e-5	0.0018995602120728489	116;142;518;521;522;637;706;863;1327;1350;3615;3704;4711;4712;4720;4724;4725;4833;5213;5236;6472;11164;26137;30968;50808;54541;55669	ENSG00000079739;ENSG00000171109;ENSG00000103202;ENSG00000100300;ENSG00000015475;ENSG00000125877;ENSG00000141433;ENSG00000147853;ENSG00000181722;ENSG00000165609;ENSG00000129993;ENSG00000165283;ENSG00000178035;ENSG00000143799;ENSG00000182199;ENSG00000164258;ENSG00000136521;ENSG00000169020;ENSG00000152556;ENSG00000168209;ENSG00000165264;ENSG00000154723;ENSG00000154518;ENSG00000168653;ENSG00000158864;ENSG00000131143;ENSG00000127184
GO:0010770	positive regulation of cell morphogenesis involved in differentiation	http://amigo.geneontology.org/amigo/term/GO:0010770	140	19	6.331756192596716	3.000747252747253	1.758242279947808e-5	0.0026984623391498983	2316;2664;3987;4131;4135;4804;4916;6091;6092;10109;10154;10494;23129;23191;23654;55558;57580;79006;170506	ENSG00000124126;ENSG00000064300;ENSG00000103260;ENSG00000273749;ENSG00000196924;ENSG00000185008;ENSG00000130827;ENSG00000004399;ENSG00000115694;ENSG00000196576;ENSG00000169756;ENSG00000169855;ENSG00000140538;ENSG00000174953;ENSG00000203879;ENSG00000136040;ENSG00000171533;ENSG00000163466;ENSG00000131711
GO:0009144	purine nucleoside triphosphate metabolic process	http://amigo.geneontology.org/amigo/term/GO:0009144	247	27	11.171026996938492	2.4169666770476486	2.034781688076137e-5	0.003046713361731562	116;142;518;521;522;637;706;863;1327;1350;3615;3704;4711;4712;4720;4724;4725;4833;5213;5236;6472;11164;26137;30968;50808;54541;55669	ENSG00000079739;ENSG00000171109;ENSG00000103202;ENSG00000100300;ENSG00000015475;ENSG00000125877;ENSG00000141433;ENSG00000147853;ENSG00000181722;ENSG00000165609;ENSG00000129993;ENSG00000165283;ENSG00000178035;ENSG00000143799;ENSG00000182199;ENSG00000164258;ENSG00000136521;ENSG00000169020;ENSG00000152556;ENSG00000168209;ENSG00000165264;ENSG00000154723;ENSG00000154518;ENSG00000168653;ENSG00000158864;ENSG00000131143;ENSG00000127184
GO:0009141	nucleoside triphosphate metabolic process	http://amigo.geneontology.org/amigo/term/GO:0009141	266	28	12.030336765933761	2.3274493927125506	2.8766154625214924e-5	0.004204652934385581	116;142;518;521;522;637;706;790;863;1327;1350;3615;3704;4711;4712;4720;4724;4725;4833;5213;5236;6472;11164;26137;30968;50808;54541;55669	ENSG00000079739;ENSG00000171109;ENSG00000103202;ENSG00000100300;ENSG00000015475;ENSG00000125877;ENSG00000141433;ENSG00000084774;ENSG00000147853;ENSG00000181722;ENSG00000165609;ENSG00000129993;ENSG00000165283;ENSG00000178035;ENSG00000143799;ENSG00000182199;ENSG00000164258;ENSG00000136521;ENSG00000169020;ENSG00000152556;ENSG00000168209;ENSG00000165264;ENSG00000154723;ENSG00000154518;ENSG00000168653;ENSG00000158864;ENSG00000131143;ENSG00000127184
GO:0090068	positive regulation of cell cycle process	http://amigo.geneontology.org/amigo/term/GO:0090068	256	27	11.578068466462566	2.331995192307692	3.845250052536553e-5	0.005489765133144627	328;351;595;994;1019;1663;2191;2735;3481;3642;4869;5087;5159;5311;5457;7029;7325;7474;7732;10769;11065;11331;29945;51203;55920;115426;201161	ENSG00000111087;ENSG00000114126;ENSG00000114251;ENSG00000128482;ENSG00000173404;ENSG00000167244;ENSG00000135446;ENSG00000113721;ENSG00000181163;ENSG00000101224;ENSG00000053900;ENSG00000078098;ENSG00000013573;ENSG00000179051;ENSG00000147854;ENSG00000215021;ENSG00000185630;ENSG00000175063;ENSG00000142192;ENSG00000182247;ENSG00000110092;ENSG00000166582;ENSG00000100823;ENSG00000118762;ENSG00000152192;ENSG00000145632;ENSG00000137804
GO:0042254	ribosome biogenesis	http://amigo.geneontology.org/amigo/term/GO:0042254	244	26	11.035346507097133	2.356065573770492	4.473590516151926e-5	0.006241675495149245	2091;4869;6125;6135;6165;6194;6217;6218;6223;6227;7514;11157;11340;29889;29997;51068;51504;51602;54059;54433;55006;55636;65003;83939;84128;154743	ENSG00000171858;ENSG00000182899;ENSG00000174547;ENSG00000137154;ENSG00000142676;ENSG00000105373;ENSG00000173113;ENSG00000181163;ENSG00000115368;ENSG00000105193;ENSG00000109534;ENSG00000169251;ENSG00000120699;ENSG00000105202;ENSG00000182362;ENSG00000164603;ENSG00000164167;ENSG00000105372;ENSG00000182774;ENSG00000134697;ENSG00000144895;ENSG00000171103;ENSG00000055044;ENSG00000171316;ENSG00000082898;ENSG00000122406
GO:0061383	trabecula morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0061383	48	10	2.170887837461731	4.606410256410257	4.595432769871621e-5	0.006269191505387085	653;1277;2274;3516;4313;6422;7059;30061;55636;57493	ENSG00000104332;ENSG00000169231;ENSG00000168214;ENSG00000087245;ENSG00000115641;ENSG00000173706;ENSG00000138449;ENSG00000112175;ENSG00000171316;ENSG00000108821
GO:0010035	response to inorganic substance	http://amigo.geneontology.org/amigo/term/GO:0010035	490	42	22.161146674088506	1.8952087912087912	5.249918245986418e-5	0.007006358285241439	142;308;328;351;388;471;493;595;706;847;857;1019;1277;1663;2664;3485;3727;3861;4217;5066;5159;5311;5598;5860;6188;6263;6414;6857;7474;7732;8904;10397;10399;10494;22871;22872;23208;30061;79901;80781;140576;170506	ENSG00000071967;ENSG00000114251;ENSG00000145730;ENSG00000100300;ENSG00000128482;ENSG00000250722;ENSG00000169760;ENSG00000115694;ENSG00000143878;ENSG00000135446;ENSG00000138363;ENSG00000121691;ENSG00000113721;ENSG00000130522;ENSG00000132718;ENSG00000013573;ENSG00000164111;ENSG00000214078;ENSG00000058668;ENSG00000182871;ENSG00000188643;ENSG00000142192;ENSG00000174953;ENSG00000203879;ENSG00000138449;ENSG00000110092;ENSG00000105974;ENSG00000197442;ENSG00000104419;ENSG00000100823;ENSG00000143799;ENSG00000198838;ENSG00000067715;ENSG00000115457;ENSG00000204628;ENSG00000118762;ENSG00000149273;ENSG00000186847;ENSG00000151552;ENSG00000138674;ENSG00000108821;ENSG00000166484
GO:0007548	sex differentiation	http://amigo.geneontology.org/amigo/term/GO:0007548	248	26	11.21625382688561	2.3180645161290325	5.893071165974373e-5	0.007697354018705676	116;268;595;653;666;1051;1495;2189;2316;3205;5087;5156;5159;5806;6092;6422;6662;7474;8531;9289;10184;22836;25976;26471;55636;80000	ENSG00000104332;ENSG00000114251;ENSG00000196924;ENSG00000125398;ENSG00000185008;ENSG00000205336;ENSG00000141449;ENSG00000134853;ENSG00000176046;ENSG00000163661;ENSG00000141433;ENSG00000113721;ENSG00000164292;ENSG00000163659;ENSG00000145685;ENSG00000172216;ENSG00000104899;ENSG00000044115;ENSG00000185630;ENSG00000110092;ENSG00000221829;ENSG00000112175;ENSG00000171316;ENSG00000078399;ENSG00000176720;ENSG00000060138
GO:0048608	reproductive structure development	http://amigo.geneontology.org/amigo/term/GO:0048608	399	36	18.04550514890064	1.9949566223250432	6.35186303441504e-5	0.008123768160057068	116;268;595;653;666;1051;1495;1634;2189;2316;2735;2736;3205;3481;3516;3880;4693;5156;5159;5270;5311;5806;6092;6194;6422;6662;7026;7474;8531;9289;22836;25976;26471;26528;55636;80000	ENSG00000124479;ENSG00000111087;ENSG00000104332;ENSG00000074047;ENSG00000114251;ENSG00000196924;ENSG00000125398;ENSG00000185008;ENSG00000205336;ENSG00000141449;ENSG00000168214;ENSG00000134853;ENSG00000176046;ENSG00000163661;ENSG00000167244;ENSG00000137154;ENSG00000141433;ENSG00000113721;ENSG00000071626;ENSG00000164292;ENSG00000163659;ENSG00000135919;ENSG00000185551;ENSG00000172216;ENSG00000104899;ENSG00000044115;ENSG00000110092;ENSG00000221829;ENSG00000011465;ENSG00000112175;ENSG00000171316;ENSG00000078399;ENSG00000176720;ENSG00000118762;ENSG00000171345;ENSG00000060138
GO:0002183	cytoplasmic translational initiation	http://amigo.geneontology.org/amigo/term/GO:0002183	24	7	1.0854439187308655	6.448974358974359	6.607286322002359e-5	0.008166673453259433	1968;3646;8664;8666;8667;8668;27335	ENSG00000100353;ENSG00000178982;ENSG00000130811;ENSG00000130741;ENSG00000104408;ENSG00000147677;ENSG00000084623
GO:0035904	aorta development	http://amigo.geneontology.org/amigo/term/GO:0035904	50	10	2.26134149735597	4.422153846153846	6.6514688493724e-5	0.008166673453259433	1281;2138;3516;4628;5159;5311;6091;6092;23129;55636	ENSG00000104313;ENSG00000185008;ENSG00000168214;ENSG00000004399;ENSG00000113721;ENSG00000169855;ENSG00000133026;ENSG00000171316;ENSG00000118762;ENSG00000168542
GO:0061458	reproductive system development	http://amigo.geneontology.org/amigo/term/GO:0061458	402	36	18.181185638741997	1.980068886337543	7.408289380994582e-5	0.008755090003254555	116;268;595;653;666;1051;1495;1634;2189;2316;2735;2736;3205;3481;3516;3880;4693;5156;5159;5270;5311;5806;6092;6194;6422;6662;7026;7474;8531;9289;22836;25976;26471;26528;55636;80000	ENSG00000124479;ENSG00000111087;ENSG00000104332;ENSG00000074047;ENSG00000114251;ENSG00000196924;ENSG00000125398;ENSG00000185008;ENSG00000205336;ENSG00000141449;ENSG00000168214;ENSG00000134853;ENSG00000176046;ENSG00000163661;ENSG00000167244;ENSG00000137154;ENSG00000141433;ENSG00000113721;ENSG00000071626;ENSG00000164292;ENSG00000163659;ENSG00000135919;ENSG00000185551;ENSG00000172216;ENSG00000104899;ENSG00000044115;ENSG00000110092;ENSG00000221829;ENSG00000011465;ENSG00000112175;ENSG00000171316;ENSG00000078399;ENSG00000176720;ENSG00000118762;ENSG00000171345;ENSG00000060138
GO:0045665	negative regulation of neuron differentiation	http://amigo.geneontology.org/amigo/term/GO:0045665	209	23	9.452407458947954	2.4332425469267576	7.415942012856114e-5	0.008755090003254555	351;1630;1910;2664;3956;4211;4804;5080;5087;5376;6259;6662;7025;7431;7474;9139;9448;10769;22871;53335;55558;57556;58190	ENSG00000092421;ENSG00000078699;ENSG00000064300;ENSG00000114251;ENSG00000100097;ENSG00000144579;ENSG00000125398;ENSG00000109099;ENSG00000130827;ENSG00000119866;ENSG00000071054;ENSG00000169760;ENSG00000143995;ENSG00000175745;ENSG00000163785;ENSG00000007372;ENSG00000185630;ENSG00000142192;ENSG00000203879;ENSG00000136160;ENSG00000187323;ENSG00000145632;ENSG00000026025
GO:0006605	protein targeting	http://amigo.geneontology.org/amigo/term/GO:0006605	343	32	15.512802671861953	2.0628122897510655	8.605958028384819e-5	0.009968297421934794	293;637;706;847;2664;5584;6124;6125;6132;6135;6146;6156;6158;6160;6165;6181;6188;6194;6205;6217;6218;6223;6227;6386;6746;7311;22871;22885;25873;51100;58480;133022	ENSG00000173210;ENSG00000100300;ENSG00000171858;ENSG00000015475;ENSG00000169760;ENSG00000182899;ENSG00000137575;ENSG00000137154;ENSG00000121691;ENSG00000142676;ENSG00000116574;ENSG00000130255;ENSG00000105193;ENSG00000221983;ENSG00000174599;ENSG00000097033;ENSG00000169100;ENSG00000203879;ENSG00000105372;ENSG00000182774;ENSG00000071082;ENSG00000156482;ENSG00000163479;ENSG00000177600;ENSG00000108107;ENSG00000116251;ENSG00000142534;ENSG00000163558;ENSG00000122406;ENSG00000149273;ENSG00000161016;ENSG00000174444
GO:0045185	maintenance of protein location	http://amigo.geneontology.org/amigo/term/GO:0045185	95	14	4.296548844976343	3.258429149797571	8.948899458427473e-5	0.010173572921349306	580;706;857;2316;2317;4601;5311;6717;10945;11013;22873;23515;25777;64714	ENSG00000075142;ENSG00000196924;ENSG00000100300;ENSG00000100242;ENSG00000138376;ENSG00000136068;ENSG00000158164;ENSG00000134874;ENSG00000159256;ENSG00000105438;ENSG00000105974;ENSG00000185615;ENSG00000119950;ENSG00000118762
GO:0043010	camera-type eye development	http://amigo.geneontology.org/amigo/term/GO:0043010	288	28	13.025327024770387	2.1496581196581195	1.1706363460861624e-4	0.013066430052041729	86;220;357;493;1019;2195;3065;3615;3913;4124;4211;4628;4693;4916;5080;5156;5159;5204;5308;5797;6662;6935;7289;7431;7474;55636;113246;284217	ENSG00000124479;ENSG00000184254;ENSG00000114251;ENSG00000164093;ENSG00000111678;ENSG00000083857;ENSG00000125398;ENSG00000172037;ENSG00000134853;ENSG00000136518;ENSG00000112893;ENSG00000146950;ENSG00000078246;ENSG00000143995;ENSG00000135446;ENSG00000113721;ENSG00000148516;ENSG00000007372;ENSG00000058668;ENSG00000140538;ENSG00000133026;ENSG00000178035;ENSG00000123349;ENSG00000171316;ENSG00000173482;ENSG00000101680;ENSG00000116478;ENSG00000026025
GO:0044770	cell cycle phase transition	http://amigo.geneontology.org/amigo/term/GO:0044770	492	41	22.251600333982744	1.8425641025641026	1.1971491929507749e-4	0.013106276154240735	328;351;493;586;595;637;991;994;1019;1031;2735;4171;4174;4176;4869;5087;5116;5311;5720;5932;6194;7029;7324;7325;8883;9735;9833;10540;10769;11065;11073;11331;23026;23194;23332;29945;29997;55920;58190;58480;203068	ENSG00000111087;ENSG00000114126;ENSG00000183580;ENSG00000144579;ENSG00000015475;ENSG00000060982;ENSG00000163781;ENSG00000073111;ENSG00000160299;ENSG00000135446;ENSG00000137154;ENSG00000105373;ENSG00000116574;ENSG00000181163;ENSG00000101224;ENSG00000165304;ENSG00000053900;ENSG00000041515;ENSG00000101773;ENSG00000179051;ENSG00000058668;ENSG00000215021;ENSG00000196230;ENSG00000092010;ENSG00000185630;ENSG00000175063;ENSG00000142192;ENSG00000182247;ENSG00000110092;ENSG00000100297;ENSG00000184445;ENSG00000100823;ENSG00000074054;ENSG00000159593;ENSG00000170142;ENSG00000118762;ENSG00000175203;ENSG00000166508;ENSG00000123080;ENSG00000145632;ENSG00000117399
GO:1901989	positive regulation of cell cycle phase transition	http://amigo.geneontology.org/amigo/term/GO:1901989	86	13	3.8895073754522684	3.3423255813953485	1.2169046111609738e-4	0.013106276154240735	328;351;595;994;1019;2735;4869;5087;7325;11065;11331;29945;55920	ENSG00000111087;ENSG00000135446;ENSG00000181163;ENSG00000101224;ENSG00000053900;ENSG00000179051;ENSG00000215021;ENSG00000185630;ENSG00000175063;ENSG00000142192;ENSG00000182247;ENSG00000110092;ENSG00000100823
GO:0048880	sensory system development	http://amigo.geneontology.org/amigo/term/GO:0048880	336	31	15.196214862232118	2.039981684981685	1.354365171176708e-4	0.014171616350705518	86;220;357;493;1019;2195;3065;3615;3913;4124;4211;4628;4693;4916;5080;5156;5159;5204;5308;5457;5584;5797;6662;6935;7289;7431;7474;23418;55636;113246;284217	ENSG00000124479;ENSG00000134376;ENSG00000184254;ENSG00000114251;ENSG00000164093;ENSG00000111678;ENSG00000083857;ENSG00000125398;ENSG00000172037;ENSG00000134853;ENSG00000136518;ENSG00000112893;ENSG00000146950;ENSG00000078246;ENSG00000143995;ENSG00000135446;ENSG00000113721;ENSG00000148516;ENSG00000007372;ENSG00000058668;ENSG00000140538;ENSG00000133026;ENSG00000178035;ENSG00000123349;ENSG00000171316;ENSG00000173482;ENSG00000101680;ENSG00000163558;ENSG00000116478;ENSG00000152192;ENSG00000026025
GO:0046661	male sex differentiation	http://amigo.geneontology.org/amigo/term/GO:0046661	149	18	6.738797662120791	2.671099638616417	1.361989517334461e-4	0.014171616350705518	268;595;653;666;1495;2316;3205;5156;5159;6422;6662;7474;8531;9289;10184;22836;26471;80000	ENSG00000104332;ENSG00000114251;ENSG00000196924;ENSG00000125398;ENSG00000205336;ENSG00000141449;ENSG00000134853;ENSG00000176046;ENSG00000113721;ENSG00000164292;ENSG00000145685;ENSG00000104899;ENSG00000044115;ENSG00000110092;ENSG00000112175;ENSG00000078399;ENSG00000176720;ENSG00000060138
GO:0045137	development of primary sexual characteristics	http://amigo.geneontology.org/amigo/term/GO:0045137	204	22	9.226273309212358	2.384494720965309	1.4220924422447823e-4	0.01455037583823453	116;268;595;666;1051;1495;2189;2316;3205;5156;5159;5806;6092;6422;6662;7474;8531;9289;10184;22836;25976;26471	ENSG00000104332;ENSG00000114251;ENSG00000196924;ENSG00000125398;ENSG00000185008;ENSG00000205336;ENSG00000134853;ENSG00000176046;ENSG00000163661;ENSG00000141433;ENSG00000113721;ENSG00000164292;ENSG00000163659;ENSG00000145685;ENSG00000172216;ENSG00000104899;ENSG00000044115;ENSG00000110092;ENSG00000221829;ENSG00000078399;ENSG00000176720;ENSG00000060138
GO:0008589	regulation of smoothened signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0008589	77	12	3.4824659059281937	3.445834165834166	1.6373117376777824e-4	0.016477797963285093	1495;2735;2736;5270;6422;7289;22856;27148;64399;83871;84662;730094	ENSG00000111087;ENSG00000104332;ENSG00000074047;ENSG00000164161;ENSG00000078246;ENSG00000185716;ENSG00000126603;ENSG00000131873;ENSG00000135919;ENSG00000109113;ENSG00000163482;ENSG00000044115
GO:0006364	rRNA processing	http://amigo.geneontology.org/amigo/term/GO:0006364	179	20	8.095602560534372	2.470477009024495	1.7481474410652176e-4	0.017309479259192535	2091;6125;6135;6165;6194;6217;6218;6223;6227;11157;11340;29997;51504;51602;54059;54433;55006;55636;84128;154743	ENSG00000171858;ENSG00000182899;ENSG00000137154;ENSG00000142676;ENSG00000105373;ENSG00000173113;ENSG00000115368;ENSG00000105193;ENSG00000109534;ENSG00000120699;ENSG00000105202;ENSG00000182362;ENSG00000164603;ENSG00000164167;ENSG00000105372;ENSG00000182774;ENSG00000171103;ENSG00000055044;ENSG00000171316;ENSG00000122406
GO:0060537	muscle tissue development	http://amigo.geneontology.org/amigo/term/GO:0060537	357	32	16.145978291121626	1.9819176901529842	1.808710821082915e-4	0.01762488211210796	653;857;858;1281;1301;1634;2138;2274;2317;2735;3516;4211;4628;4637;5156;5159;5311;5457;6662;7026;7168;7474;8324;8531;9794;10362;23764;25976;26471;55636;57493;92737	ENSG00000064961;ENSG00000111087;ENSG00000185022;ENSG00000104313;ENSG00000114251;ENSG00000125398;ENSG00000168214;ENSG00000134853;ENSG00000136068;ENSG00000176046;ENSG00000105971;ENSG00000143995;ENSG00000115641;ENSG00000113721;ENSG00000163659;ENSG00000173706;ENSG00000185551;ENSG00000133026;ENSG00000105974;ENSG00000011465;ENSG00000112175;ENSG00000161021;ENSG00000171316;ENSG00000092841;ENSG00000060718;ENSG00000118762;ENSG00000060138;ENSG00000152192;ENSG00000155760;ENSG00000187957;ENSG00000168542;ENSG00000140416
GO:0042063	gliogenesis	http://amigo.geneontology.org/amigo/term/GO:0042063	251	25	11.35193431672697	2.202267851670242	1.8384636214530126e-4	0.01763488776890632	116;351;666;706;1031;2596;3065;3908;3913;4916;4919;5080;5270;5454;5584;6662;7431;7732;7852;9289;10397;25777;26227;79006;92737	ENSG00000184486;ENSG00000185483;ENSG00000121966;ENSG00000103260;ENSG00000172020;ENSG00000125398;ENSG00000205336;ENSG00000172037;ENSG00000100300;ENSG00000100242;ENSG00000128482;ENSG00000092621;ENSG00000141433;ENSG00000135919;ENSG00000007372;ENSG00000140538;ENSG00000142192;ENSG00000104419;ENSG00000176720;ENSG00000163558;ENSG00000116478;ENSG00000196569;ENSG00000123080;ENSG00000187957;ENSG00000026025
